ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
5342,2,3,4,2,2,1,1,1,0
5343,3,4,2,1,2,1,3,3,0
5344,3,4,3,1,3,1,2,2,0
5345,2,2,1,2,3,2,2,1,0
5346,1,2,1,1,1,2,2,1,0
5347,2,4,3,4,3,1,2,3,1
5348,1,3,4,2,2,2,1,3,1
5349,2,2,3,2,1,2,2,2,0
5350,1,3,2,2,1,2,2,3,1
5351,3,2,2,2,1,2,2,1,0
5352,3,2,2,4,3,2,1,1,0
5353,3,2,2,2,1,1,3,3,1
5354,3,4,3,2,3,2,1,3,0
5355,3,2,3,3,2,1,3,2,0
5356,2,2,3,2,2,1,1,3,0
5357,3,1,4,3,2,1,3,3,1
5358,1,4,2,4,2,1,1,2,1
5359,1,3,2,1,2,1,1,3,1
5360,1,4,3,1,3,2,3,1,0
5361,2,2,1,4,2,2,3,1,0
5362,1,2,2,4,3,1,2,3,1
5363,2,2,1,1,1,2,2,3,1
5364,2,2,2,2,3,2,1,2,0
5365,2,2,3,1,1,2,2,2,0
5366,1,2,4,2,1,2,1,1,0
5367,3,4,2,1,3,2,3,2,0
5368,3,4,2,2,2,2,3,2,0
5369,1,4,3,1,1,1,2,2,1
5370,2,2,2,3,3,1,3,3,0
5371,2,1,2,3,2,1,1,1,0
5372,3,4,1,1,1,1,2,1,0
5373,1,2,3,4,3,1,1,1,0
5374,2,2,1,1,1,2,2,1,0
5375,1,3,3,4,3,1,3,3,1
5376,1,4,1,2,2,2,3,2,1
5377,1,4,2,2,1,2,1,2,1
5378,1,2,4,1,2,2,2,2,0
5379,3,4,4,2,3,1,1,1,0
5380,1,2,3,3,1,2,3,1,0
5381,3,3,1,2,3,2,1,2,1
5382,3,1,4,4,1,2,1,1,0
5383,3,1,1,3,2,1,1,2,0
5384,1,4,2,4,3,1,2,2,1
5385,1,4,3,3,2,2,2,1,0
5386,1,4,1,1,1,2,2,3,1
5387,2,4,4,3,2,1,3,2,0
5388,3,3,2,2,1,1,1,1,0
5389,2,4,2,4,3,2,1,1,0
5390,2,1,3,2,2,2,1,1,0
5391,2,2,2,1,2,2,1,1,0
5392,1,2,1,1,3,2,3,3,1
5393,3,2,4,4,1,1,2,1,0
5394,2,2,4,4,1,2,1,1,0
5395,2,2,1,4,2,1,1,2,0
5396,2,4,1,4,3,1,3,2,0
5397,3,4,2,3,3,1,3,1,0
5398,3,4,1,3,3,2,3,1,0
5399,3,3,3,3,1,2,3,1,0
5400,2,3,1,3,3,2,3,1,0
5401,2,4,4,4,3,1,2,1,0
5402,1,2,3,1,3,2,1,2,0
5403,3,3,4,2,1,2,1,1,0
5404,1,2,4,2,2,2,2,3,1
5405,1,2,1,2,1,2,1,2,0
5406,3,2,2,4,3,1,1,3,0
5407,3,1,3,4,1,2,3,3,1
5408,1,4,3,3,3,1,2,2,1
5409,2,2,1,1,1,2,3,1,0
5410,3,1,2,4,1,2,2,2,0
5411,1,2,2,4,1,2,2,3,1
5412,2,2,1,4,2,2,1,2,0
5413,1,4,1,3,2,1,1,3,1
5414,2,2,3,1,3,2,3,2,0
5415,3,2,3,3,1,1,3,1,0
5416,1,4,1,1,3,2,1,3,1
5417,1,3,1,3,1,2,3,2,1
5418,3,4,3,3,2,2,3,1,0
5419,1,3,2,2,3,2,2,1,0
5420,3,2,2,4,3,2,3,2,0
5421,1,1,2,2,1,1,1,1,0
5422,3,2,3,4,2,2,2,1,0
5423,3,4,1,1,2,1,2,2,0
5424,2,2,2,3,3,2,1,2,0
5425,2,2,2,3,1,1,3,2,0
5426,3,2,3,3,2,1,1,1,0
5427,3,2,2,1,1,1,1,2,0
5428,1,1,1,2,2,1,1,2,1
5429,2,1,4,3,3,1,1,2,1
5430,3,3,1,2,3,1,1,3,1
5431,2,3,3,2,1,1,3,3,1
5432,3,2,4,1,1,2,3,2,0
5433,3,3,4,1,3,2,2,2,0
5434,3,1,1,2,2,2,1,2,0
5435,3,4,4,2,2,2,3,2,0
5436,1,3,4,1,1,2,2,3,1
5437,3,2,4,2,3,2,1,3,0
5438,3,2,2,3,1,1,1,1,0
5439,1,3,4,2,1,1,1,2,1
5440,2,1,4,1,1,1,1,2,1
5441,1,2,3,4,2,1,3,3,1
5442,1,4,3,3,1,1,3,3,1
5443,1,4,2,4,1,1,2,2,1
5444,2,2,3,1,3,2,2,3,1
5445,3,2,2,2,2,2,3,3,0
5446,1,3,3,4,1,1,3,3,1
5447,3,1,1,2,1,1,3,2,1
5448,2,2,2,4,2,1,1,2,0
5449,3,1,1,1,2,1,2,2,1
5450,3,4,2,4,2,1,1,1,0
5451,2,2,2,4,1,2,1,1,0
5452,1,3,1,3,2,2,2,3,1
5453,2,2,3,1,2,2,3,2,0
5454,2,3,2,3,3,2,3,2,1
5455,2,2,1,4,3,1,3,3,0
5456,3,4,2,4,3,1,2,3,0
5457,2,4,2,3,2,2,2,3,1
5458,1,2,3,2,2,2,2,3,1
5459,2,3,3,1,3,2,2,1,0
5460,3,2,1,3,1,1,1,2,0
5461,2,2,3,1,3,1,1,1,0
5462,2,3,4,4,3,1,1,3,1
5463,1,2,1,2,1,2,2,2,0
5464,3,2,1,4,3,2,2,1,0
5465,2,3,1,4,3,2,2,2,1
5466,2,1,1,1,2,2,2,3,1
5467,3,2,2,2,3,1,3,2,0
5468,3,1,1,3,2,2,3,3,1
5469,2,1,3,3,2,1,2,3,1
5470,2,2,3,4,3,2,1,1,0
5471,1,3,3,4,3,2,1,3,1
5472,2,1,4,3,2,2,3,2,1
5473,2,2,4,3,1,2,3,2,0
5474,1,2,1,3,2,2,2,2,0
5475,2,4,1,3,1,1,3,2,1
5476,1,2,1,4,3,2,1,2,0
5477,2,3,3,4,3,1,2,1,0
5478,1,2,2,2,2,1,3,3,1
5479,2,4,2,4,3,2,2,1,0
5480,2,2,3,1,1,2,3,1,0
5481,1,2,1,1,2,2,3,2,0
5482,3,1,1,1,2,2,3,1,0
5483,2,2,2,4,1,1,3,2,0
5484,1,3,1,2,3,2,2,1,0
5485,3,4,1,2,1,1,2,1,0
5486,2,2,1,2,2,2,1,3,0
5487,1,3,4,4,2,1,2,3,1
5488,2,3,2,3,2,2,3,3,1
5489,1,4,2,1,2,2,3,3,1
5490,3,2,2,4,1,2,3,1,0
5491,3,2,1,2,3,1,3,1,0
5492,2,2,3,2,3,1,1,1,0
5493,3,2,2,4,1,2,3,2,0
5494,3,4,4,1,2,2,3,1,0
5495,2,3,1,1,1,2,1,2,1
5496,2,2,2,1,1,2,1,1,0
5497,1,4,4,1,2,1,2,2,1
5498,3,2,4,4,2,2,3,2,0
5499,2,1,4,4,2,1,1,3,1
5500,1,4,2,1,3,2,1,2,1
5501,1,2,1,3,3,2,2,1,0
5502,1,2,1,1,3,2,2,3,1
5503,1,2,4,3,1,1,2,2,0
5504,1,3,4,1,3,2,1,2,1
5505,3,2,3,4,1,1,3,2,0
5506,3,2,1,3,2,1,1,2,0
5507,2,1,4,3,3,1,1,1,0
5508,3,4,4,3,1,1,3,3,1
5509,3,2,3,1,2,2,2,2,0
5510,2,4,3,3,2,1,3,1,0
5511,3,2,4,3,1,1,1,1,0
5512,2,2,1,1,1,1,3,1,0
5513,1,1,3,3,3,1,3,2,1
5514,1,3,4,2,3,1,3,2,1
5515,1,1,3,3,2,1,1,1,0
5516,2,2,3,3,2,1,3,2,0
5517,3,3,4,3,2,1,3,1,0
5518,2,2,3,2,1,1,3,2,0
5519,2,2,4,2,1,2,1,2,0
5520,3,4,2,1,2,2,2,3,0
5521,1,2,2,2,3,1,2,1,0
5522,1,2,4,4,3,1,2,3,1
5523,2,3,3,1,2,2,2,3,1
5524,1,3,1,4,2,1,2,1,0
5525,2,4,4,2,1,2,3,1,0
5526,1,4,1,3,1,1,1,2,1
5527,2,2,4,1,2,1,1,3,0
5528,3,4,4,1,3,1,2,2,0
5529,1,2,2,3,3,2,3,1,0
5530,2,4,2,4,3,1,3,2,0
5531,3,1,3,3,1,2,3,1,0
5532,1,3,1,1,1,1,2,1,0
5533,3,3,1,4,3,2,1,3,0
5534,2,3,3,4,1,2,2,1,0
5535,1,3,1,3,1,1,2,3,1
5536,1,3,3,1,2,2,1,1,0
5537,3,2,3,4,1,1,3,1,0
5538,2,4,1,2,1,1,2,1,0
5539,2,3,3,3,3,1,2,1,0
5540,1,2,3,4,2,2,2,2,0
5541,1,1,1,3,1,2,1,3,1
5542,3,3,3,1,1,2,3,2,1
5543,1,2,1,1,2,1,2,2,0
5544,3,2,2,2,1,1,2,3,1
5545,2,4,4,1,2,1,1,1,0
5546,3,1,4,4,3,2,1,3,0
5547,1,1,4,3,2,1,3,3,1
5548,2,1,3,2,3,1,2,1,0
5549,2,4,3,1,3,2,3,3,1
5550,2,2,4,2,2,1,2,3,0
5551,2,4,1,3,1,2,1,3,0
5552,1,2,1,1,3,2,2,2,1
5553,2,4,3,1,1,2,2,1,0
5554,2,3,4,3,3,2,1,2,1
5555,1,2,4,1,3,1,3,1,0
5556,3,1,2,2,2,2,3,2,0
5557,3,2,2,2,3,2,2,3,0
5558,1,4,2,4,2,2,3,2,1
5559,3,2,4,2,3,2,1,1,0
5560,2,4,1,2,1,2,3,3,1
5561,3,4,4,2,1,2,2,1,0
5562,1,3,3,3,1,2,2,1,0
5563,1,2,3,2,2,2,2,2,0
5564,3,4,4,4,2,2,1,1,0
5565,1,3,1,1,1,1,1,1,0
5566,3,2,4,4,3,1,3,2,0
5567,1,2,2,1,3,1,2,2,1
5568,1,1,2,1,3,2,3,3,1
5569,3,2,4,1,2,2,2,3,0
5570,1,3,3,3,2,2,3,1,0
5571,2,3,1,3,1,2,3,1,0
5572,2,1,1,2,3,1,1,2,1
5573,1,2,1,4,2,2,3,3,0
5574,1,2,2,2,1,2,1,1,0
5575,1,1,2,3,1,2,1,3,1
5576,1,2,4,1,1,2,2,3,0
5577,1,2,1,3,3,1,1,3,0
5578,3,1,4,4,3,1,2,2,0
5579,3,1,3,2,2,1,1,3,0
5580,1,2,3,3,3,1,1,2,0
5581,2,2,4,2,2,2,1,2,0
5582,3,2,3,4,2,1,3,2,0
5583,2,2,4,4,1,1,3,2,0
5584,1,1,1,1,3,2,1,3,1
5585,1,3,1,1,1,1,2,2,1
5586,3,1,1,1,1,2,2,3,1
5587,1,2,4,3,3,1,2,3,0
5588,2,1,2,3,3,1,2,3,1
5589,3,2,3,3,1,1,2,3,1
5590,1,1,3,4,3,1,1,1,0
5591,3,1,2,1,1,2,1,2,1
5592,3,2,1,3,3,2,3,1,0
5593,2,3,1,1,2,2,1,2,1
5594,2,1,1,2,1,2,3,3,1
5595,3,3,2,3,1,1,3,3,1
5596,2,4,3,4,3,1,2,2,0
5597,3,2,3,1,3,1,3,3,1
5598,1,2,2,1,3,1,3,3,1
5599,2,1,4,4,2,2,3,2,1
5600,2,2,2,4,2,2,2,3,0
5601,1,2,3,4,1,1,3,3,1
5602,3,2,4,4,3,2,3,3,0
5603,2,2,4,1,3,1,2,1,0
5604,1,1,2,1,1,2,3,2,1
5605,1,2,4,3,1,1,3,3,1
5606,3,3,4,1,3,1,2,3,1
5607,1,2,4,3,1,1,2,1,0
5608,1,1,1,1,1,1,2,2,1
5609,1,2,2,1,1,2,1,3,0
5610,1,1,2,4,2,1,2,1,0
5611,3,2,4,1,2,1,1,2,0
5612,2,4,2,1,3,2,1,1,0
5613,3,3,1,1,3,1,3,1,0
5614,1,2,4,4,2,1,2,3,0
5615,2,4,2,4,1,2,2,2,0
5616,1,3,3,4,2,1,2,3,1
5617,3,2,2,1,1,2,2,3,1
5618,1,2,3,1,2,2,3,3,0
5619,2,4,3,4,2,2,1,3,0
5620,1,2,2,4,1,2,2,2,0
5621,1,3,1,4,2,2,3,3,1
5622,2,2,4,3,2,2,1,2,0
5623,1,2,4,3,2,2,1,2,0
5624,1,1,4,2,3,1,3,3,1
5625,2,2,4,1,2,2,2,1,0
5626,3,3,2,4,3,1,2,1,0
5627,2,1,4,1,2,1,2,3,1
5628,1,3,2,4,1,1,2,3,1
5629,2,4,1,4,2,2,2,3,1
5630,3,1,2,3,1,1,2,1,0
5631,2,2,3,1,2,1,1,3,0
5632,3,2,2,4,1,2,1,3,0
5633,1,1,1,3,1,2,2,2,1
5634,1,4,3,3,2,2,3,3,1
5635,3,2,2,3,1,1,1,3,0
5636,3,3,4,1,2,1,3,3,1
5637,2,4,3,2,1,1,1,1,0
5638,3,1,2,3,2,1,1,2,0
5639,3,1,4,2,1,1,2,2,1
5640,1,3,3,1,1,2,1,1,0
5641,1,4,2,4,1,1,1,1,0
5642,1,4,3,3,2,1,1,2,1
5643,3,3,2,4,1,1,2,3,1
5644,1,4,3,1,1,1,1,1,0
5645,1,2,2,1,2,2,1,3,0
5646,3,4,2,2,3,1,3,2,0
5647,3,2,4,1,2,1,2,2,0
5648,2,2,1,3,1,2,2,1,0
5649,1,3,2,3,2,1,2,2,1
5650,3,2,2,3,1,1,2,1,0
5651,2,4,4,2,3,2,3,3,1
5652,3,1,2,1,2,1,3,3,1
5653,2,4,3,3,1,1,3,3,1
5654,2,2,1,2,3,1,3,2,0
5655,3,4,2,4,3,1,1,2,0
5656,3,3,4,3,1,1,2,2,1
5657,3,2,2,1,2,1,2,2,0
5658,3,1,1,3,1,1,3,1,0
5659,3,3,3,2,1,1,1,3,1
5660,1,3,2,2,1,2,3,3,1
5661,2,2,4,2,2,1,2,2,0
5662,3,2,3,3,3,2,2,3,0
5663,3,3,1,2,1,2,1,1,0
5664,3,2,4,4,3,2,1,3,0
5665,1,1,3,2,3,2,3,2,1
5666,2,2,1,3,1,2,1,3,0
5667,3,2,4,1,2,2,3,1,0
5668,3,3,1,1,1,1,3,2,1
5669,3,2,2,2,3,1,3,2,0
5670,2,2,2,1,1,2,3,2,0
5671,3,1,2,3,2,2,1,3,0
5672,3,2,4,3,1,2,3,2,0
5673,1,2,3,1,2,2,2,2,0
5674,2,1,4,2,1,1,3,2,1
5675,3,1,3,4,3,1,1,3,0
5676,3,1,4,4,3,2,1,1,0
5677,3,2,1,2,2,1,2,2,0
5678,1,2,1,2,2,1,1,3,0
5679,1,3,2,3,1,1,2,2,1
5680,3,2,1,3,1,1,2,3,1
5681,1,4,2,2,1,2,3,2,1
5682,2,2,4,2,2,2,2,1,0
5683,1,3,3,3,1,1,3,3,1
5684,2,1,4,2,2,1,2,1,0
5685,2,3,1,4,2,2,3,1,0
5686,2,3,3,1,1,2,1,2,1
5687,2,2,2,3,2,1,2,1,0
5688,2,2,2,4,1,2,1,1,0
5689,1,3,1,2,1,1,1,2,1
5690,3,2,4,1,1,1,2,1,0
5691,1,1,4,2,3,2,3,3,1
5692,1,2,4,2,3,1,1,2,0
5693,3,3,3,3,2,2,2,3,1
5694,1,1,1,2,3,2,1,1,0
5695,2,4,2,3,3,1,2,2,0
5696,3,4,3,1,1,1,2,2,0
5697,1,1,2,3,2,1,3,2,1
5698,2,3,1,1,3,1,1,3,1
5699,1,2,4,2,3,2,2,3,1
5700,3,1,4,1,2,2,2,2,0
5701,3,3,4,3,3,1,3,3,1
5702,3,2,4,4,3,1,2,1,0
5703,2,1,1,3,3,1,2,2,1
5704,3,2,2,4,3,2,1,3,0
5705,3,4,2,2,2,2,1,2,0
5706,1,2,1,2,1,2,2,3,1
5707,2,1,3,2,3,2,1,1,0
5708,2,1,4,4,3,2,2,2,1
5709,3,4,4,2,1,1,2,3,1
5710,1,3,4,1,1,2,3,2,1
5711,2,2,3,2,3,2,2,3,1
5712,2,2,1,3,1,2,2,2,0
5713,1,3,1,4,2,1,1,3,1
5714,1,1,2,1,2,1,1,1,0
5715,3,3,4,2,2,2,2,3,1
5716,3,3,3,3,1,1,1,2,1
5717,3,2,4,4,3,1,1,3,0
5718,1,2,2,1,2,2,1,1,0
5719,2,3,4,2,1,2,2,2,1
5720,1,3,3,2,1,2,1,3,1
5721,1,4,3,4,3,1,1,2,1
5722,1,1,4,1,2,2,1,1,0
5723,2,2,2,3,2,2,2,2,0
5724,2,4,1,4,1,1,3,3,1
5725,1,1,4,4,2,1,2,3,1
5726,2,3,3,1,2,1,2,2,1
5727,3,1,4,4,2,1,2,2,0
5728,1,1,1,1,3,1,2,2,1
5729,1,4,2,2,3,2,3,3,1
5730,2,2,1,1,3,2,1,3,0
5731,2,1,3,2,3,2,3,1,0
5732,2,4,1,4,3,1,2,1,0
5733,3,4,2,2,1,2,1,2,0
5734,3,2,3,1,3,1,3,1,0
5735,1,3,4,1,2,1,1,3,1
5736,3,2,4,3,1,2,2,3,0
5737,1,2,4,3,2,1,1,2,0
5738,1,2,1,3,2,1,2,2,0
5739,2,2,4,3,1,1,3,2,0
5740,2,2,4,2,3,2,1,3,0
5741,3,4,2,1,1,2,2,3,1
5742,3,4,1,1,3,1,3,1,0
5743,1,2,1,3,1,1,1,3,1
5744,1,4,2,1,3,2,2,1,0
5745,3,2,3,3,1,1,3,3,1
5746,2,2,3,1,2,1,3,2,0
5747,1,3,4,2,3,2,1,1,0
5748,1,1,1,4,1,2,3,1,0
5749,1,2,3,1,1,1,3,1,0
5750,1,4,2,4,3,2,3,3,1
5751,3,1,4,3,3,2,2,2,0
5752,2,3,4,3,3,1,3,2,1
5753,2,2,4,4,2,1,2,1,0
5754,2,2,4,2,1,2,2,2,0
5755,3,1,3,1,1,1,2,2,1
5756,1,2,4,3,2,2,3,3,1
5757,2,4,2,1,2,2,2,1,0
5758,2,2,3,3,2,1,1,3,0
5759,2,2,1,1,1,2,3,1,0
5760,2,4,3,3,2,1,3,3,1
5761,1,1,2,1,3,1,3,2,1
5762,2,3,3,1,2,2,3,1,0
5763,1,2,1,2,3,1,3,1,0
5764,3,3,3,3,2,1,1,3,0
5765,1,4,2,1,3,1,3,1,0
5766,2,3,1,2,2,1,2,2,1
5767,3,4,3,1,2,1,1,2,0
5768,2,3,4,3,3,1,2,1,0
5769,2,3,1,3,1,2,3,3,1
5770,2,2,3,1,1,1,1,1,0
5771,2,3,4,3,3,2,2,1,0
5772,1,2,3,1,2,2,1,3,0
5773,2,4,1,2,1,2,2,1,0
5774,3,2,1,3,2,1,2,2,0
5775,3,1,2,2,1,1,1,1,0
5776,2,1,1,2,2,2,3,1,0
5777,1,2,2,1,3,1,3,1,0
5778,2,3,3,3,3,2,2,1,0
5779,3,1,2,4,2,2,2,3,1
5780,2,1,4,1,2,2,2,2,1
5781,3,1,4,1,3,1,2,1,0
5782,3,4,4,2,1,1,1,2,0
5783,2,2,2,2,2,1,1,1,0
5784,1,3,3,1,2,2,1,2,1
5785,2,3,2,3,3,1,2,2,1
5786,2,1,2,3,3,2,1,1,0
5787,3,4,1,1,3,1,3,3,1
5788,1,3,1,1,1,1,1,2,1
5789,2,1,1,4,2,2,2,3,1
5790,2,2,2,4,2,1,1,3,0
5791,1,4,2,1,1,2,3,2,1
5792,3,4,1,3,2,1,3,1,0
5793,3,2,4,1,2,2,2,2,0
5794,3,2,2,2,1,1,1,3,0
5795,2,4,4,4,1,1,1,1,0
5796,1,4,1,4,3,1,1,1,0
5797,1,3,3,3,2,1,1,2,1
5798,3,2,4,3,2,2,1,3,0
5799,2,2,4,3,2,2,3,1,0
5800,2,4,1,3,2,2,3,3,1
5801,2,1,3,1,2,1,3,2,1
5802,1,2,1,2,1,2,3,3,1
5803,2,3,4,3,3,2,2,3,1
5804,3,1,3,4,3,2,3,3,1
5805,3,1,4,4,3,1,3,3,1
5806,3,3,1,3,1,1,3,1,0
5807,1,1,4,2,2,1,2,1,0
5808,3,2,2,3,1,1,2,2,0
5809,3,2,3,4,3,1,3,1,0
5810,2,3,4,2,3,2,2,3,1
5811,2,2,2,3,3,1,3,1,0
5812,3,2,1,3,1,1,3,3,1
5813,2,2,2,4,3,1,1,2,0
5814,3,1,4,1,2,1,3,3,1
5815,1,1,4,1,1,1,1,1,0
5816,1,3,3,4,3,1,2,3,1
5817,3,2,3,2,2,1,1,3,0
5818,3,1,1,3,2,2,2,1,0
5819,3,2,4,3,2,2,2,1,0
5820,3,4,2,3,2,2,3,3,0
5821,3,4,3,3,2,2,2,3,0
5822,2,1,3,3,1,1,2,2,1
5823,1,4,1,1,2,1,1,2,1
5824,1,2,2,4,2,1,1,3,0
5825,3,2,3,1,1,2,3,3,1
5826,1,4,4,4,2,2,1,3,1
5827,2,1,2,2,3,2,1,2,1
5828,1,2,2,4,1,1,1,2,1
5829,3,3,4,1,3,2,2,3,1
5830,1,3,1,1,1,1,3,2,1
5831,1,4,1,2,3,2,2,2,1
5832,1,2,4,4,2,2,3,2,0
5833,1,4,4,4,2,1,3,2,1
5834,1,1,1,4,3,1,2,1,0
5835,2,4,4,3,2,2,3,3,1
5836,3,1,1,4,2,1,3,1,0
5837,1,2,3,1,3,1,1,1,0
5838,2,1,4,1,1,1,2,3,1
5839,1,2,2,2,2,2,2,3,0
5840,2,1,1,3,3,2,1,1,0
5841,3,2,3,3,3,2,1,1,0
5842,3,4,3,2,1,1,2,2,0
5843,3,2,3,4,2,1,3,1,0
5844,1,4,1,4,3,2,2,2,1
5845,2,3,3,3,3,1,2,3,1
5846,2,1,1,2,1,1,2,1,0
5847,2,2,4,4,3,1,2,2,0
5848,2,3,4,3,1,1,1,3,1
5849,3,2,1,1,1,2,2,2,0
5850,2,2,3,4,3,2,1,3,0
5851,1,3,4,4,2,1,3,3,1
5852,2,4,1,4,2,2,3,1,0
5853,1,3,2,2,1,1,3,2,1
5854,2,2,3,1,3,1,1,2,0
5855,2,2,4,3,3,1,3,1,0
5856,3,2,4,3,3,1,1,2,0
5857,1,2,1,3,1,1,2,3,1
5858,1,3,4,3,2,1,1,1,0
5859,1,1,4,4,3,2,2,3,1
5860,1,2,2,2,2,2,3,3,0
5861,1,4,2,1,1,1,2,2,1
5862,2,3,2,4,1,2,1,3,1
5863,1,2,1,3,1,1,3,1,0
5864,3,4,2,3,2,2,2,1,0
5865,3,2,3,2,1,1,2,1,0
5866,1,1,3,2,3,1,3,2,1
5867,1,4,4,4,1,2,3,1,0
5868,1,1,2,4,1,2,3,2,1
5869,3,2,3,3,3,2,3,2,0
5870,1,2,4,3,2,1,1,3,0
5871,2,3,3,2,2,1,2,1,0
5872,1,1,3,2,3,2,3,1,0
5873,2,3,3,1,1,1,1,1,0
5874,3,3,3,1,3,2,3,2,1
5875,3,2,4,1,3,2,1,2,0
5876,2,1,3,2,3,1,3,1,0
5877,1,2,3,1,2,1,1,1,0
5878,1,3,3,3,2,1,1,3,1
5879,2,1,3,3,3,2,2,2,1
5880,3,4,3,2,3,1,3,1,0
5881,3,2,4,3,3,1,3,2,0
5882,1,2,2,2,3,2,1,3,0
5883,3,4,1,2,3,1,1,1,0
5884,3,3,3,1,3,1,1,1,0
5885,2,3,3,3,1,1,1,2,1
5886,1,4,3,1,3,2,1,2,1
5887,1,3,3,4,1,1,2,1,0
5888,2,2,3,3,1,1,2,1,0
5889,1,2,2,3,1,2,1,3,0
5890,3,1,1,1,1,1,3,1,0
5891,3,1,3,4,1,2,3,2,0
5892,2,2,4,4,1,2,2,2,0
5893,3,2,2,1,2,2,3,3,0
5894,3,2,3,4,1,2,3,1,0
5895,1,1,1,1,3,1,1,2,1
5896,2,2,2,1,3,2,3,3,1
5897,3,4,1,2,1,1,3,2,0
5898,2,2,1,1,3,1,2,2,0
5899,2,3,4,1,2,1,3,3,1
5900,1,2,2,4,2,1,3,2,0
5901,2,2,2,2,3,1,3,2,0
5902,2,2,3,4,2,2,3,3,0
5903,3,4,3,3,3,2,2,3,0
5904,1,3,2,4,2,2,3,1,0
5905,3,1,2,4,2,1,3,2,0
5906,3,3,4,4,2,2,2,2,0
5907,1,1,2,4,2,2,2,3,1
5908,1,2,3,2,2,2,3,1,0
5909,2,1,2,4,2,2,3,3,1
5910,2,2,4,3,3,1,1,2,0
5911,2,2,1,4,1,1,2,2,0
5912,3,2,4,2,2,1,1,3,0
5913,1,2,3,2,2,2,1,1,0
5914,2,2,2,3,3,1,1,1,0
5915,2,3,4,4,1,2,2,1,0
5916,1,3,2,1,1,2,1,2,1
5917,3,2,3,2,2,2,3,2,0
5918,3,4,2,3,2,2,3,1,0
5919,3,3,1,2,2,1,3,1,0
5920,2,3,4,1,2,2,1,3,1
5921,1,2,4,3,1,2,3,1,0
5922,1,4,4,1,2,2,1,1,0
5923,3,2,3,4,3,2,1,2,0
5924,2,2,3,4,2,1,2,2,0
5925,1,3,3,2,1,1,3,2,1
5926,1,3,1,1,2,2,2,1,0
5927,1,1,3,2,3,1,1,1,0
5928,1,2,1,1,1,2,1,1,0
5929,3,4,3,1,2,1,2,1,0
5930,2,2,2,3,3,2,3,3,0
5931,2,3,2,4,1,2,2,1,0
5932,3,1,3,3,2,2,3,2,0
5933,3,1,1,1,3,2,3,3,1
5934,3,4,3,3,1,1,1,2,0
5935,2,2,1,1,3,1,3,3,1
5936,1,3,3,3,3,2,1,3,1
5937,1,3,4,3,3,1,2,1,0
5938,3,2,2,1,2,2,2,1,0
5939,3,4,3,4,1,1,3,3,1
5940,3,4,3,1,1,2,1,2,0
5941,1,3,2,1,1,2,3,1,0
5942,3,2,3,1,1,2,1,3,0
5943,2,4,4,2,3,1,3,1,0
5944,2,4,4,2,3,2,1,1,0
5945,1,3,1,1,3,1,2,1,0
5946,2,2,4,1,3,2,1,2,0
5947,2,2,1,3,2,2,3,3,0
5948,2,2,4,1,1,1,2,2,0
5949,2,3,2,1,1,1,2,1,0
5950,1,2,3,1,2,1,1,3,0
5951,3,2,1,4,3,1,3,2,0
5952,1,4,2,3,1,2,2,3,1
5953,2,3,2,4,3,1,2,1,0
5954,2,3,3,4,1,2,1,3,1
5955,3,1,2,4,1,1,1,3,1
5956,2,2,1,1,2,2,1,3,0
5957,1,4,4,3,1,2,2,1,0
5958,3,4,4,2,2,1,1,3,0
5959,3,1,1,4,1,1,2,3,1
5960,2,3,4,2,3,2,3,3,1
5961,2,2,2,1,1,2,3,3,1
5962,3,4,4,2,3,1,2,3,0
5963,3,1,2,1,3,2,3,1,0
5964,3,3,2,2,3,2,2,3,1
5965,2,4,2,1,3,2,3,3,1
5966,3,2,2,3,2,2,3,2,0
5967,3,2,4,4,3,1,3,3,0
5968,1,3,1,4,3,1,1,1,0
5969,3,2,2,3,2,2,3,1,0
5970,3,4,2,3,3,2,3,2,0
5971,3,2,1,1,3,2,2,2,0
5972,2,2,3,4,3,2,3,2,0
5973,1,1,2,4,3,1,2,2,1
5974,3,1,3,1,3,1,2,1,0
5975,3,2,2,2,3,2,2,1,0
5976,3,4,1,1,1,1,1,1,0
5977,3,4,4,4,1,1,3,1,0
5978,2,3,3,2,2,1,1,1,0
5979,1,2,2,2,1,1,1,1,0
5980,3,4,3,2,3,2,2,1,0
5981,2,4,1,3,3,2,3,1,0
5982,1,4,1,3,1,2,1,1,0
5983,3,4,1,3,2,1,1,3,0
5984,3,2,4,4,2,1,2,1,0
5985,3,2,2,1,1,2,2,3,1
5986,2,2,4,3,1,2,3,1,0
5987,1,4,2,2,3,1,1,1,0
5988,1,4,2,2,2,1,2,2,1
5989,2,3,3,4,3,2,1,1,0
5990,2,2,3,1,1,1,3,2,0
5991,2,2,2,4,3,1,2,2,0
5992,2,1,1,3,3,2,2,3,1
5993,3,4,3,2,1,2,3,1,0
5994,1,1,1,1,1,1,3,2,1
5995,1,2,3,4,3,2,2,1,0
5996,1,2,3,1,2,2,1,1,0
5997,2,2,3,2,1,1,3,3,1
5998,1,2,4,2,1,2,1,3,0
5999,3,4,2,3,3,1,1,3,0
6000,3,2,4,4,1,2,2,2,0
6001,3,1,3,4,2,1,1,1,0
6002,3,2,1,2,3,2,1,1,0
6003,1,4,2,4,2,2,3,3,1
6004,1,2,3,3,1,2,2,3,1
6005,1,2,3,1,2,2,2,3,0
6006,3,2,2,3,3,1,2,1,0
